Team,#.x,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,#.y,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,#,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,MOV,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,Season,Leage,ln1divwmin1
Mobile,594.00,2.00,40.00,19.00,54.00,0.35,2.00,10.00,0.20,10.50,20.00,0.53,17.50,19.50,10.50,18.50,29.00,6.00,6.00,1.00,50.50,536.00,0.40,0.37,107.70,26.60,74.00,45.00,31.60,21.60,8.20,3.10,0.90,12.60,70.40,116.30,-46.00,143.60,71.80,618.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.00,-33.00,0.00,1.32,0.30,0.30,0.19,0.00,2.00,0.00,2018.00,Independents Conference,6.91
Molloy,523.00,2.00,40.00,22.00,57.00,0.39,7.50,23.50,0.32,6.00,10.50,0.57,19.00,20.00,7.00,25.00,32.00,9.50,4.00,2.00,57.50,508.00,0.46,0.45,127.70,18.70,64.90,42.10,43.20,23.50,5.40,4.50,1.00,23.10,77.50,119.90,-42.40,148.40,74.20,369.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,-31.50,0.00,1.43,0.50,0.20,0.11,0.00,2.00,0.00,2018.00,Independents Conference,6.91
Monmouth,153.00,31.00,41.30,25.40,55.40,0.46,7.20,18.50,0.39,17.40,24.50,0.71,15.30,21.80,8.20,26.50,34.70,12.90,6.40,2.40,75.40,237.00,0.56,0.52,155.80,25.40,73.60,50.90,50.70,18.50,8.60,7.40,1.40,46.60,102.10,103.70,-1.60,2288.20,71.50,230.00,9.00,1.00,0.00,0.00,0.00,2.00,0.00,96.00,-1.20,0.00,1.51,0.80,0.40,0.31,11.00,20.00,0.36,2018.00,Independents Conference,0.59
Montana,99.00,34.00,40.60,27.80,59.40,0.47,5.50,16.10,0.34,16.20,22.90,0.71,12.40,21.10,11.30,24.60,35.90,12.60,7.70,3.40,77.20,44.00,0.55,0.51,151.20,33.20,75.10,53.70,45.30,15.00,10.80,9.20,1.30,53.70,107.90,95.80,12.20,2431.70,70.50,103.00,16.00,0.00,0.00,0.00,0.00,1.00,0.00,109.00,8.70,0.00,1.45,1.00,0.60,0.27,26.00,8.00,0.77,2018.00,Independents Conference,-1.18
Montana State,125.00,32.00,40.50,25.50,60.30,0.42,8.00,22.80,0.35,17.00,23.30,0.73,12.50,20.20,10.60,24.70,35.30,12.50,5.50,2.10,76.10,267.00,0.53,0.49,150.30,28.40,74.20,49.90,49.10,14.90,7.50,5.60,1.30,48.20,103.50,107.40,-3.80,2350.60,72.60,356.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,109.00,-2.80,0.00,1.49,1.00,0.40,0.28,13.00,19.00,0.41,2018.00,Independents Conference,0.38
Montana Tech,546.00,1.00,40.00,21.00,58.00,0.36,9.00,29.00,0.31,5.00,7.00,0.71,14.00,19.00,8.00,14.00,22.00,12.00,6.00,2.00,56.00,502.00,0.46,0.44,138.70,21.10,45.20,31.90,57.10,18.60,9.00,4.70,1.00,24.90,83.80,125.60,-41.90,66.90,66.90,521.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,-28.00,0.00,1.57,0.90,0.40,0.09,0.00,1.00,0.00,2018.00,Independents Conference,6.91
Montana Western,51.00,1.00,40.00,25.00,59.00,0.42,9.00,27.00,0.33,22.00,32.00,0.69,14.00,22.00,3.00,25.00,28.00,14.00,3.00,3.00,81.00,449.00,0.55,0.50,144.50,7.90,69.40,37.80,56.00,15.90,3.50,6.70,1.40,41.50,94.40,127.10,-32.60,85.80,85.80,647.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81.00,-28.00,0.00,1.56,1.00,0.20,0.37,0.00,1.00,0.00,2018.00,Independents Conference,6.91
Montreat,513.00,2.00,39.90,21.50,68.00,0.32,8.00,29.50,0.27,7.50,10.00,0.75,16.50,22.50,9.50,23.50,33.00,9.50,7.50,1.50,58.50,518.00,0.40,0.38,133.70,20.70,63.50,39.80,44.20,18.50,9.60,4.10,0.90,21.70,74.20,118.00,-43.80,157.70,79.00,503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,-34.50,0.00,1.44,0.60,0.50,0.11,0.00,2.00,0.00,2018.00,Independents Conference,6.91
Morehead State,308.00,29.00,40.20,24.60,57.10,0.43,7.00,21.80,0.32,14.30,20.40,0.70,15.70,20.60,11.00,23.80,34.80,11.90,5.70,3.00,70.40,315.00,0.53,0.49,145.50,32.00,72.00,51.60,48.30,19.10,8.00,8.80,1.20,43.10,98.50,106.30,-7.80,2073.90,71.20,108.00,15.00,0.00,0.00,0.00,0.00,1.00,0.00,103.00,-5.60,0.00,1.48,0.80,0.40,0.25,8.00,21.00,0.28,2018.00,Independents Conference,0.96
Morgan State,218.00,31.00,40.70,25.40,60.70,0.42,5.20,15.40,0.34,17.40,23.90,0.73,14.00,20.30,13.20,24.00,37.20,12.50,7.20,2.80,73.30,257.00,0.51,0.46,148.00,34.50,70.00,51.40,49.40,16.30,9.80,8.10,1.20,47.60,100.40,103.30,-2.90,2264.00,71.90,64.00,19.00,0.00,1.00,0.00,0.00,2.00,1.00,97.00,-2.10,0.00,1.49,0.90,0.50,0.29,13.00,18.00,0.42,2018.00,Independents Conference,0.32
Morris College,5.00,1.00,40.00,33.00,69.00,0.48,8.00,20.00,0.40,17.00,29.00,0.59,16.00,30.00,11.00,18.00,29.00,19.00,9.00,3.00,91.00,336.00,0.55,0.54,146.40,26.80,56.20,39.70,57.60,16.20,10.30,7.00,1.30,52.90,103.80,114.10,-10.30,87.70,87.70,458.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.00,-9.00,0.00,1.58,1.20,0.60,0.25,0.00,1.00,0.00,2018.00,Independents Conference,6.91
Mount Marty,564.00,1.00,40.00,20.00,58.00,0.35,9.00,31.00,0.29,5.00,9.00,0.56,12.00,15.00,6.00,18.00,24.00,10.00,3.00,1.00,54.00,590.00,0.43,0.42,119.10,15.80,58.10,34.80,50.00,16.20,4.30,1.80,0.90,21.10,78.00,134.20,-56.30,69.30,69.30,405.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,-39.00,0.00,1.50,0.80,0.20,0.09,0.00,1.00,0.00,2018.00,Independents Conference,6.91
Mount St. Mary's,242.00,32.00,40.50,25.30,55.60,0.46,10.10,26.70,0.38,12.20,16.60,0.73,11.00,15.40,6.50,21.00,27.50,14.00,6.90,3.90,72.80,188.00,0.57,0.55,156.70,20.40,64.90,42.90,55.30,14.70,10.10,10.70,1.30,52.70,106.90,105.60,1.40,2179.70,67.30,235.00,9.00,1.00,0.00,0.00,0.00,1.00,2.00,96.00,0.90,0.00,1.55,1.30,0.60,0.22,18.00,14.00,0.56,2018.00,Independents Conference,-0.25
Multnomah,437.00,1.00,40.00,23.00,77.00,0.30,12.00,48.00,0.25,7.00,7.00,1.00,11.00,13.00,8.00,24.00,32.00,13.00,2.00,0.00,65.00,589.00,0.41,0.38,154.90,15.10,77.40,38.10,56.50,12.00,2.40,0.00,0.80,28.10,77.80,134.10,-56.30,83.50,83.50,472.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,-47.00,0.00,1.57,1.20,0.20,0.09,0.00,1.00,0.00,2018.00,Independents Conference,6.91
Murray State,78.00,32.00,40.00,27.20,56.30,0.48,8.50,22.50,0.38,15.80,21.50,0.73,12.00,17.50,9.90,25.70,35.60,14.70,6.80,3.20,78.60,9.00,0.59,0.56,159.30,32.00,73.50,54.00,54.10,15.30,9.80,8.70,1.40,61.50,114.30,96.20,18.10,2200.60,68.80,59.00,20.00,1.00,0.00,0.00,0.00,2.00,0.00,118.00,12.40,0.00,1.54,1.20,0.60,0.28,26.00,6.00,0.81,2018.00,Independents Conference,-1.47
N.J.I.T.,177.00,30.00,40.30,26.90,60.10,0.45,7.90,21.80,0.36,13.20,19.30,0.68,13.30,18.50,10.50,24.00,34.50,13.90,8.20,3.20,74.90,173.00,0.54,0.51,149.30,30.00,72.30,50.50,51.60,16.10,11.40,8.40,1.20,53.50,104.00,101.70,2.40,2160.70,71.40,193.00,11.00,0.00,0.00,0.00,0.00,1.00,0.00,116.00,1.70,0.00,1.52,1.00,0.60,0.22,14.00,16.00,0.47,2018.00,Independents Conference,0.13
Navy,356.00,32.00,40.20,24.10,54.30,0.44,6.40,19.40,0.33,14.10,19.60,0.72,14.10,17.30,10.10,23.20,33.30,14.10,6.40,1.30,68.70,152.00,0.54,0.50,149.40,31.30,78.30,53.90,58.40,18.20,9.50,4.20,1.30,47.00,101.60,98.20,3.40,2164.80,67.40,236.00,9.00,0.00,0.00,0.00,0.00,1.00,0.00,110.00,2.30,0.00,1.58,1.00,0.50,0.26,20.00,12.00,0.63,2018.00,Independents Conference,-0.51
NC State,45.00,33.00,40.20,29.20,62.20,0.47,8.00,21.40,0.37,14.80,21.30,0.70,12.10,18.50,11.40,22.90,34.20,16.10,7.40,3.70,81.30,84.00,0.56,0.53,153.70,32.50,68.90,50.20,55.00,14.30,10.10,9.20,1.30,60.70,111.20,102.70,8.50,2411.50,72.80,79.00,18.00,1.00,0.00,0.00,0.00,1.00,3.00,116.00,6.20,0.00,1.55,1.30,0.60,0.24,21.00,12.00,0.64,2018.00,Independents Conference,-0.56
Nebraska,258.00,33.00,40.20,24.80,57.80,0.43,7.00,20.30,0.35,15.60,21.70,0.72,10.90,17.10,10.70,24.90,35.50,13.50,6.10,5.50,72.30,119.00,0.53,0.49,149.40,30.30,66.80,49.10,54.40,13.80,8.70,12.80,1.30,55.60,105.10,99.80,5.30,2270.60,68.50,194.00,11.00,1.00,0.00,0.00,0.00,2.00,3.00,104.00,3.70,0.00,1.54,1.20,0.60,0.27,22.00,11.00,0.67,2018.00,Independents Conference,-0.70
Nebraska Christian,200.00,1.00,40.00,30.00,72.00,0.42,8.00,27.00,0.30,6.00,11.00,0.55,12.00,21.00,13.00,22.00,35.00,14.00,5.00,3.00,74.00,499.00,0.48,0.47,125.80,28.30,53.70,40.20,46.70,13.40,6.70,6.40,1.00,44.90,97.90,138.90,-41.00,75.60,75.60,546.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.00,-31.00,0.00,1.47,1.20,0.40,0.08,0.00,1.00,0.00,2018.00,Independents Conference,6.91
